ERNv,Host,HighTaxon,LowTaxon,Virus,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,CreationDate,ModificationDate,ProvinceA,PathogenValue
1331,Apis mellifera,DNA virus,Baculoviridae,Nonoccluded baculovirus-like,Adult,Fat body,,,,3/7/2096,2/12/2099,,
1332,Tenebrio molitor,DNA virus,Baculoviridae,Tenebrio molitar NOBV-like,Adult,Midgut epithelium,,,,3/7/2096,2/12/2099,,
1577,Scolytus scolytus,DNA virus,Baculoviridae,Scolytus scolytus NOBV-like,Larva,,,,,3/7/2096,2/12/2099,,
1333,Glossina pallidipes,DNA virus,Baculoviridae,Glossina pallidipes NOBV,Adult,Salivary gland,,,,3/7/2096,2/12/2099,,
1659,Merodon equestris,DNA virus,Baculoviridae,Merodon equestris NOBV-like,PupaAdult,Salivary gland,,,,3/7/2096,2/12/2099,,
1139,Darna nararia,DNA virus,Baculoviridae,Natada nararia GV,,,,,,3/7/2096,2/12/2099,,
1140,Choristoneura murinana,DNA virus,Baculoviridae,Cacoecia murinana GV,,,,,,3/7/2096,2/12/2099,,
1141,Discestra trifolii,DNA virus,Baculoviridae,Scotogramma trifolii GV,,,,,,3/7/2096,2/12/2099,,
1142,Aedes sollicitans,RNA virus,Reoviridae,CPV,,,,,,4/24/2096,2/12/2099,,
1143,Choristoneura fumiferana,DNA virus,Baculoviridae,Choristoneura occidentalis GV,,,Field,Canada,,5/2/2096,2/12/2099,recorded from Canada,Insignificant control agent
1144,Mamestra configurata,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Field,Canada,,5/2/2096,2/12/2099,SK,Useful control agent
1145,Simulium vittatum,DNA virus,Iridoviridae,Simulium vittatum IV,,,Field,Canada,,5/2/2096,2/12/2099,SK,Unknown
1146,Bombyx mandarina,RNA virus,Picornaviridae,Infectious flacherie virus ,,,Field,Japan,,7/6/2096,2/12/2099,,
1147,Cicadulina bimaculata,RNA virus,Reoviridae,Leafhopper A virus,,,,,,7/6/2096,2/12/2099,,
1148,Helicoverpa armigera,DNA virus,Baculoviridae,Heliothis armigera GV,,,,,,7/7/2096,2/12/2099,,
1149,Calliphora vomitoria,DNA virus,Baculoviridae,NPV,,,,,,7/8/2096,2/12/2099,,
1150,Aedes flavescens,DNA virus,Poxviridae,EPV,,,,,,7/8/2096,2/12/2099,,
1151,Anopheles albimanus,DNA virus,Poxviridae,EPV,,,,,,7/8/2096,2/12/2099,,
1152,Culex quinquefasciatus,DNA virus,Iridoviridae,IV,,,,,,7/8/2096,2/12/2099,,
1153,Culiseta annulata,DNA virus,Parvoviridae,DNV,,,,,,7/8/2096,2/12/2099,,
1154,Arge pectoralis,DNA virus,Baculoviridae,GV,,,,,,7/8/2096,2/12/2099,,
1155,Hypercompe icasia,DNA virus,Baculoviridae,GV,,,,,,7/8/2096,2/12/2099,,
1156,Pericallia ricini,DNA virus,Baculoviridae,GV,,,,,,7/8/2096,2/12/2099,,
1157,Phragmatobia fuluginosa,DNA virus,Baculoviridae,GV,,,,,,7/8/2096,2/12/2099,,
1158,Spilosoma punctaria,DNA virus,Iridoviridae,IV,,,,,,7/8/2096,2/12/2099,,
1159,Alsophila pometaria,DNA virus,Baculoviridae,GV,,,,,,7/8/2096,2/12/2099,,
1160,Lambdina fiscellaria somniaria,DNA virus,Baculoviridae,GV,,,,,,7/8/2096,2/12/2099,,
1161,Lambdina fiscellaria lugubrosa,DNA virus,Baculoviridae,GV,,,,,,7/8/2096,2/12/2099,,
1162,Nepytia freemani,RNA virus,Reoviridae,CPV,,,,,,7/8/2096,2/12/2099,,
1163,Selidosema suavis,RNA virus,Reoviridae,CPV,,,,,,7/8/2096,2/12/2099,,
1164,Malacosoma californicum pluviale,DNA virus,Baculoviridae,GV,,,,,,7/10/2096,2/12/2099,BC,Useful control agent
1165,Euproctis pseudoconspersa,RNA virus,Reoviridae,CPV,,,,,,7/10/2096,2/12/2099,,
1166,Lymantria dispar japonica,DNA virus,Baculoviridae,NPV,,,,,,7/10/2096,2/12/2099,,
1167,Achaea janata,DNA virus,Baculoviridae,NPV,,,,,,7/10/2096,2/12/2099,,
1168,Diparopsis watersi,RNA virus,Reoviridae,CPV,,,,,,7/10/2096,2/12/2099,,
1169,Discestra trifolii,DNA virus,Baculoviridae,GV,,,,,,7/10/2096,2/12/2099,,
1170,Dryobota furva,DNA virus,Baculoviridae,GV,,,,,,7/10/2096,2/12/2099,,
1171,Euxoa messoria,DNA virus,Baculoviridae,GV,,,,,,7/10/2096,2/12/2099,,
1172,Euxoa ochrogaster,DNA virus,Baculoviridae,GV,,,,,,7/10/2096,2/12/2099,,
1173,Helicoverpa punctigera,DNA virus,Baculoviridae,GV,,,,,,7/10/2096,2/12/2099,,
1174,Helicoverpa zea,DNA virus,Baculoviridae,GV,,,,,,7/10/2096,2/12/2099,,
1175,Mamestra configurata,DNA virus,Baculoviridae,GV,,,,,,7/10/2096,2/12/2099,"MB, SK, AB",Useful control agent
1176,Mythimna convecta,DNA virus,Baculoviridae,GV,,,,,,7/10/2096,2/12/2099,,
1177,Nephelodes minians,DNA virus,Baculoviridae,GV,,,,,,7/10/2096,2/12/2099,,
1178,Noctua pronuba,DNA virus,Baculoviridae,NPV,,,,,,7/10/2096,2/12/2099,,
1179,Nymphalis antiopa,DNA virus,Baculoviridae,GV,,,,,,7/10/2096,2/12/2099,,
1578,Hyalophora cecropia,DNA virus,unknown,nonoccluded virus,Larva,midgut,Field,England,,7/12/2096,2/12/2099,,
1579,Odontria sp.,DNA virus,Iridoviridae,IV ,Larva,,,New Zealand,,7/14/2096,2/12/2099,,
1180,Loxostege sticticalis,DNA virus,Baculoviridae,GV,,,,,,7/21/2096,2/12/2099,,
1181,Hemileuca eglanterina,DNA virus,Baculoviridae,GV,,,,,,7/21/2096,2/12/2099,,
1182,Acleris variana,DNA virus,Baculoviridae,GV,,,,,,7/21/2096,2/12/2099,,
1183,Adoxophyes fasciata,DNA virus,Poxviridae,EPV,,,,,,7/21/2096,2/12/2099,,
1184,Artona funeralis,DNA virus,Baculoviridae,GV,,,,,,7/21/2096,2/12/2099,,
1185,Samia cynthia ricini,RNA virus,Picornaviridae,Infectious flacherie virus ,,,,,,7/21/2096,2/12/2099,,
1186,Imbrasia cytherea,RNA virus,Tetraviridae,NdBV,,,,,,7/22/2096,2/12/2099,,
1187,Opodiphthera eucalypti,RNA virus,Tetraviridae,AnBV,,,,,,7/22/2096,2/12/2099,,
1188,Helicoverpa zea,DNA virus,Baculoviridae,mNPV,,,,,,7/24/2096,2/12/2099,,
1189,Melanchra picta,DNA virus,Baculoviridae,Melanchra picta NPV  (MpMNPV),,,,,,7/24/2096,2/12/2099,,
1190,Cactoblastis cactorum,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1191,Leptinotarsa decemlineata,DNA virus,,IV,,,,,,7/24/2096,2/12/2099,,
1192,Culicoides clastrieri,DNA virus,Iridoviridae,IV,,,,,,7/24/2096,2/12/2099,,
1193,Culicoides cubitalis,DNA virus,Iridoviridae,IV,,,,,,7/24/2096,2/12/2099,,
1194,Culicoides odibilis,DNA virus,Iridoviridae,IV,,,,,,7/24/2096,2/12/2099,,
1195,Aedes geniculatus,DNA virus,Parvoviridae,DNV,,,,,,7/24/2096,2/12/2099,,
1196,Toxorhynchites brevipalpis,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1197,Simulium argyreatum,RNA virus,Reoviridae,CPV,,,,,,7/24/2096,2/12/2099,,
1198,Simulium aureum,RNA virus,Reoviridae,CPV,,,,,,7/24/2096,2/12/2099,,
1199,Simulium callidum,DNA virus,Iridoviridae,IV,,,,,,7/24/2096,2/12/2099,,
1200,Simulium earlei,DNA virus,Iridoviridae,IV,,,,,,7/24/2096,2/12/2099,,
1201,Simulium metallicum,DNA virus,Iridoviridae,IV,,,,,,7/24/2096,2/12/2099,,
1202,Acantholyda erythrocephala,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1203,Hemichroa crocea,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1204,Mesoneura rufonota,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1205,Spilarctia obliqua,DNA virus,Baculoviridae,GV,,,,,,7/24/2096,2/12/2099,,
1206,Spilarctia obliqua,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1207,Spilosoma virginica,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1208,Spilosoma virginica,RNA virus,Reoviridae,CPV,,,,,,7/24/2096,2/12/2099,,
1209,Argyresthia cupressella,DNA virus,Baculoviridae,GV,,,,,,7/24/2096,2/12/2099,,
1210,Trilocha varians,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1211,Andraca bipunctata,DNA virus,Baculoviridae,GV,,,,,,7/24/2096,2/12/2099,,
1212,Aproaerema modicella,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1213,Ectropis crepuscularia,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1214,Hydria prunivorata,DNA virus,Baculoviridae,GV,,,,,,7/24/2096,2/12/2099,,
1215,Hydriomena irata,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1216,Hydriomena nubilofasciata,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1217,Hydriomena amicaria,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1218,Hydriomena athleta,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1219,Melanolophia imitata,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1220,Myrteta tinagmaria,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1221,Nematocampa limbata,DNA virus,Baculoviridae,GV,,,,,,7/24/2096,2/12/2099,,
1222,Rheumaptera hastata,DNA virus,Baculoviridae,GV,,,,,,7/24/2096,2/12/2099,,
1223,Sabulodes aegrotata,DNA virus,Baculoviridae,GV,,,,,,7/24/2096,2/12/2099,,
1224,Semiothisa sexmaculata,DNA virus,Baculoviridae,GV,,,,,,7/24/2096,2/12/2099,,
1225,Oncopera alboguttata,DNA virus,Poxviridae,EPV,,,,,,7/24/2096,2/12/2099,,
1226,Wiseana cervinata,DNA virus,Baculoviridae,GV,,,,,,7/24/2096,2/12/2099,,
1227,Wiseana umbraculata,DNA virus,Baculoviridae,GV,,,,,,7/24/2096,2/12/2099,,
1228,Wiseana umbraculata,DNA virus,Poxviridae,EPV,,,,,,7/24/2096,2/12/2099,,
1229,Wiseana cervinata,DNA virus,Poxviridae,EPV,,,,,,7/24/2096,2/12/2099,,
1230,Urbanus proteus,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1231,Dendrolimus sibiricus,DNA virus,Baculoviridae,GV,,,,,,7/24/2096,2/12/2099,,
1232,Lechriolepis basirufa,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1233,Pachypasa capensis,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1234,Ticera castanea,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1235,Trabala vishnou,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1236,Doratifera casta,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1237,Parasa lepida,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1238,Scopelodes venosa,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1239,Scopelodes contracta,RNA virus,Reoviridae,CPV,,,,,,7/24/2096,2/12/2099,,
1240,Setora postornata,RNA virus,Reoviridae,CPV,,,,,,7/24/2096,2/12/2099,,
1241,Thosea baibarana,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1242,Calliteara argentata,DNA virus,Baculoviridae,NPV,,,,,,7/24/2096,2/12/2099,,
1243,Calliteara axutha,RNA virus,Reoviridae,CPV,,,,,,7/24/2096,2/12/2099,,
1244,Euproctis flavinata,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1245,Euproctis kargalika,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1246,Lymantria violaswinhol,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1247,Lymantria xylina ,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1248,Pantana phyllostachysae,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1249,Euproctis scintillans,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1250,Apamea anceps,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1251,Apamea anceps,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1252,Apamea sordens,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1253,Earias biplaga,RNA virus,Reoviridae,CPV,,,,,,7/27/2096,2/12/2099,,
1254,Earias insulana,RNA virus,Reoviridae,CPV,,,,,,7/27/2096,2/12/2099,,
1255,Earias insulana,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1256,Eligma narcissus,DNA virus,Iridoviridae,IV,,,,,,7/27/2096,2/12/2099,,
1257,Euplexia lucipara,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1258,Eupsilia transversa,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1259,Feltia subterranea,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1260,Feralia jocosa,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1261,Hypena scabra,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,12/28/2000,,
1262,Plusia agnata,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1263,Selepa celtis,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1264,Sesamia calamistis,RNA virus,Reoviridae,CPV,,,,,,7/27/2096,2/12/2099,,
1265,Sesamia calamistis,RNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1266,Sesamia nonagrioides,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1267,Lophopteryx camelina,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1268,Neopheosia excurvata,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1269,Papilio daunis,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1270,Papilio demoleus,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1271,Papilio polyxenes,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1272,Pieris brassicae,RNA virus,Reoviridae,CPV,,,,,,7/27/2096,2/12/2099,,
1273,Pieris brassicae cheiranthi,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1274,Artogeia virginiensis,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1275,Chilo infuscatellus,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1276,Chilo sacchariphagus,RNA virus,Reoviridae,CPV,,,,,,7/27/2096,2/12/2099,,
1277,Chilo sacchariphagus indicus,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1278,Dioryctria abietella,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1279,Dioryctria pseudotsugella,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1280,Maruca vitrata,RNA virus,Reoviridae,CPV,,,,,,7/27/2096,2/12/2099,,
1281,Nacoleia diemenalis,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1282,Notarcha derogata,DNA virus,Iridoviridae,IV,,,,,,7/27/2096,2/12/2099,,
1283,Parapoynx stagnalis,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1284,Pyrausta diniasalis,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1285,Sceliodes cordalis,DNA virus,Baculoviridae,NPV,,,,New Zealand,,7/27/2096,2/12/2099,,
1286,Dirphia gragatus,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1287,Hemileuca maia,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1288,Hemileuca oliviae,DNA virus,Baculoviridae,NPV,,,,,,7/27/2096,2/12/2099,,
1289,Hemileuca oliviae,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1290,Manduca quinquemaculata,DNA virus,Baculoviridae,GV,,,,,,7/27/2096,2/12/2099,,
1291,Aphania geminata,DNA virus,Iridoviridae,IV,,,,,,7/27/2096,2/12/2099,,
1292,Endopiza viteana,RNA virus,Reoviridae,CPV,,,,,,7/27/2096,2/12/2099,,
1293,Locusta migratoria,DNA virus,Poxviridae,EPV,,,,,,7/27/2096,2/12/2099,,
1294,Melanoplus bivittatus,DNA virus,Poxviridae,EPV,,,,,,7/27/2096,2/12/2099,,
1295,Schistocerca americana,DNA virus,Poxviridae,EPV,,,,,,7/27/2096,2/12/2099,,
1296,Xanthippus corallipes,DNA virus,Poxviridae,EPV,,,,,,7/27/2096,2/12/2099,,
1297,Apis mellifera,DNA virus,,Filamentous virus,,,,,,7/28/2096,2/12/2099,,
1298,Apis cerana,,,Apis iridescent virus (AIV),,,,,,7/28/2096,2/12/2099,,
1299,Apis mellifera,RNA virus,,Cloudy wing virus,,,,,,7/28/2096,2/12/2099,,
1300,Apis mellifera,RNA virus,,Chronic paralysis virus ,,,,,,7/28/2096,2/12/2099,,
1301,Apis mellifera,RNA virus,,Bee virus X ,,,,,,7/28/2096,2/12/2099,,
1302,Apis mellifera,RNA virus,,Bee virus Y ,,,,,,7/28/2096,2/12/2099,,
1303,Apis mellifera,RNA virus,,Acute paralysis virus,,,,,,7/28/2096,2/12/2099,,
1304,Apis mellifera,RNA virus,,Arkansas bee virus,,,,,,7/28/2096,2/12/2099,,
1305,Apis mellifera,RNA virus,,Egypt bee virus,,,,,,7/28/2096,2/12/2099,,
1306,Apis mellifera,RNA virus,,Slow paralysis virus,,,,,,7/28/2096,2/12/2099,,
1307,Ornithodoros savignyi,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,8/1/2096,2/12/2099,,
1656,Teleogryllus oceanicus,RNA virus,Picornaviridae,cricket paralysis virus,Nymph,,Field,Australia,,8/1/2096,2/12/2099,,
1657,Teleogryllus commodus,RNA virus,Picornaviridae,cricket paralysis virus,Nymph,,Field,Australia,,8/1/2096,2/12/2099,,
1308,Opodiphthera eucalypti,RNA virus,Picornaviridae,cricket paralysis virus,,,,Australia,,8/1/2096,2/12/2099,,
1309,Aedes cantans,DNA virus,Iridoviridae,Aedes cantans IV Type 12,,,,,,8/1/2096,2/12/2099,,
1310,Aedes detritus,DNA virus,Iridoviridae,Aedes detritus IV Type 15,,,,,,8/1/2096,2/12/2099,,
1311,Spodoptera littoralis,DNA virus,Baculoviridae,Spodoptera littoralis GV,,,Field,Cote d'Ivoire,,8/11/2096,2/12/2099,,
1580,Sesamia cretica,RNA virus,Picornaviridae,MSBV,Larva,,Field,Egypt,,8/11/2096,2/12/2099,,
1581,Mythimna loreyi,DNA virus,Densovirus,MLDNV,Larva,,Field,Egypt,,8/11/2096,2/12/2099,,
1582,Sesamia cretica,DNA virus,Densovirus,MLDNV,Larva,,Field,Egypt,,8/11/2096,2/12/2099,,
1583,Chilo agamemnon,DNA virus,Densovirus,MLDNV,Larva,,Field,Egypt,,8/11/2096,2/12/2099,,
1584,Spodoptera littoralis,DNA virus,Densovirus,Mythimna loreyi DNV,Larva,,Field,Egypt,,8/11/2096,2/12/2099,,
1585,Spilosoma virginica,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1586,Hyphantria cunea,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1587,Pectinophora gossypiella,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1588,Paleacrita vernata,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1589,Staphylus hayhurstii,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1590,Agrotis ipsilon,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1591,Anticarsia gemmatalis,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1592,Autographa biloba,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1593,Melanchra picta,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1594,Feltia subterranea,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1595,Heliothis subflexa,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1596,Heliothis virescens,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1597,Helicoverpa zea,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1598,Peridroma saucia,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1599,Pseudoplusia includens,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1600,Spodoptera frugiperda,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1601,Spodoptera ornithogalli,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1602,Trichoplusia ni,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1603,Cydia pomonella,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1604,Artogeia rapae,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1605,Colias eurytheme,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1606,Amyelois transitella,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1607,Cadra figulilella,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1608,Diatraea grandiosella,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1609,Evergestis rimosalis,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1610,Homoeosoma electellum,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1611,Ostrinia nubilalis,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1612,Plodia interpunctella ,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1613,Manduca sexta,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1614,Plutella xylostella,DNA virus,Baculoviridae,Anagrapha falcifera NPV (AfMNPV),Larva,,Lab,US,,8/13/2096,2/12/2099,,
1312,Orgyia pseudotsugata,DNA virus,Baculoviridae,Orgyia pseudotsugata NPV  (OpMNPV),,,Field,"USA, Canada",,8/15/2096,2/12/2099,BC,Useful control agent
1313,Orgyia leucostigma,DNA virus,Baculoviridae,NPV  ,,,,,,8/15/2096,2/12/2099,NF,Useful control agent
1615,Trichoplusia ni,DNA virus,Baculoviridae,Trichoplusia ni NPV  (TnSNPV),Larva,"fat body, hypodermis, tracheal matrix",Field,,,8/15/2096,2/12/2099,ON,Useful control agent
1616,Trichoplusia ni,DNA virus,Baculoviridae,Trichoplusia ni NPV  (TnMNPV),Larva,"gut, fat body, hypodermis, tracheal matrix",Field,USA,,8/15/2096,2/12/2099,ON,Useful control agent
1617,Pseudoplusia includens,DNA virus,Baculoviridae,Pseudoplusia includens NPV  (PiSNPV),Larva,,Field,USA,,8/16/2096,2/12/2099,,
1618,Argyrogramma basigera,DNA virus,Baculoviridae,Pseudoplusia includens NPV  (PiSNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1619,Autographa bimaculata,DNA virus,Baculoviridae,Pseudoplusia includens NPV  (PiSNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1620,Autographa californica,DNA virus,Baculoviridae,Pseudoplusia includens NPV  (PiSNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1621,Trichoplusia ni,DNA virus,Baculoviridae,Pseudoplusia includens NPV  (PiSNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1622,Argyrogramma basigera,DNA virus,Baculoviridae,Rachiplusia ou NPV  (RoMNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1623,Autographa biloba,DNA virus,Baculoviridae,Rachiplusia ou NPV  (RoMNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1624,Autographa bimaculata,DNA virus,Baculoviridae,Rachiplusia ou NPV  (RoMNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1625,Autographa californica,DNA virus,Baculoviridae,Rachiplusia ou NPV  (RoMNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1626,Diachrysia balluca,DNA virus,Baculoviridae,Rachiplusia ou NPV  (RoMNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1627,Pseudoplusia includens,DNA virus,Baculoviridae,Rachiplusia ou NPV  (RoMNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1628,Trichoplusia ni,DNA virus,Baculoviridae,Rachiplusia ou NPV  (RoMNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1629,Argyrogramma basigera,DNA virus,Baculoviridae,Syngrapha selecta NPV  (SsSNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1630,Autographa bimaculata,DNA virus,Baculoviridae,Syngrapha selecta NPV  (SsSNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
1631,Autographa californica,DNA virus,Baculoviridae,Syngrapha selecta NPV  (SsSNPV),Larva,,Lab,USA,,8/16/2096,2/12/2099,,
